名称,阶级,价值,名称_EN,简介,简介_EN,标签,分类,类型,职业,图纸集,icon,堆叠,矿石,木材,皮革,药草,零件,精华,冷却,属性
蓝色颜料,5,100,Blue Paint,进阶基础款，稀有度略高于小瓶，能丰富蓝图的基础元素呈现效果。,"Upgraded basic version, slightly higher rarity than small bottle, enhances basic element presentation for blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
蓝色大瓶颜料,10,1000,Blue Large Paint Bottle,稀有度中等，需特定资源合成，容量与效果双升级，可支撑中篇幅蓝图的内容绘制。,"Medium rarity, craftable with specific materials, upgraded capacity and effect, supports medium-length blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
蓝色高级颜料,15,5000,Blue Premium Paint,稀有度较高，能大幅提升蓝图的细节精度与元素还原度。,"High rarity, greatly improves blueprint detail accuracy and element restoration.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
蓝色颜料桶,20,40000,Blue Paint Bucket,顶级绘制道具，非常稀有，可支撑超复杂高精度蓝图的绘制。,"Top-tier drawing tool, very rare, supports ultra-complex high-precision blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
绿色小瓶颜料,1,20,Green Small Paint Bottle,最基础的蓝图绘制道具，稀有度极低，适配简单蓝图的基础线条勾勒。,"Basic blueprint drawing tool, very low rarity, for outlining simple blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
绿色颜料,5,100,Green Paint,进阶基础款，稀有度略高于小瓶，能丰富蓝图的基础元素呈现效果。,"Upgraded basic version, slightly higher rarity than small bottle, enhances basic element presentation for blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
绿色大瓶颜料,10,1000,Green Large Paint Bottle,稀有度中等，需特定资源合成，容量与效果双升级，可支撑中篇幅蓝图的内容绘制。,"Medium rarity, craftable with specific materials, upgraded capacity and effect, supports medium-length blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
绿色高级颜料,15,5000,Green Premium Paint,稀有度较高，能大幅提升蓝图的细节精度与元素还原度。,"High rarity, greatly improves blueprint detail accuracy and element restoration.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
绿色颜料桶,20,40000,Green Paint Bucket,顶级绘制道具，非常稀有，可支撑超复杂高精度蓝图的绘制。,"Top-tier drawing tool, very rare, supports ultra-complex high-precision blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
青色小瓶颜料,1,20,Cyan Small Paint Bottle,最基础的蓝图绘制道具，稀有度极低，适配简单蓝图的基础线条勾勒。,"Basic blueprint drawing tool, very low rarity, for outlining simple blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
青色颜料,5,100,Cyan Paint,进阶基础款，稀有度略高于小瓶，能丰富蓝图的基础元素呈现效果。,"Upgraded basic version, slightly higher rarity than small bottle, enhances basic element presentation for blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
青色大瓶颜料,10,1000,Cyan Large Paint Bottle,稀有度中等，需特定资源合成，容量与效果双升级，可支撑中篇幅蓝图的内容绘制。,"Medium rarity, craftable with specific materials, upgraded capacity and effect, supports medium-length blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
青色高级颜料,15,5000,Cyan Premium Paint,稀有度较高，能大幅提升蓝图的细节精度与元素还原度。,"High rarity, greatly improves blueprint detail accuracy and element restoration.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
青色颜料桶,20,40000,Cyan Paint Bucket,顶级绘制道具，非常稀有，可支撑超复杂高精度蓝图的绘制。,"Top-tier drawing tool, very rare, supports ultra-complex high-precision blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
紫色小瓶颜料,1,20,Purple Small Paint Bottle,最基础的蓝图绘制道具，稀有度极低，适配简单蓝图的基础线条勾勒。,"Basic blueprint drawing tool, very low rarity, for outlining simple blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
紫色颜料,5,100,Purple Paint,进阶基础款，稀有度略高于小瓶，能丰富蓝图的基础元素呈现效果。,"Upgraded basic version, slightly higher rarity than small bottle, enhances basic element presentation for blueprints.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
紫色大瓶颜料,10,1000,Purple Large Paint Bottle,稀有度中等，需特定资源合成，容量与效果双升级，可支撑中篇幅蓝图的内容绘制。,"Medium rarity, craftable with specific materials, upgraded capacity and effect, supports medium-length blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
紫色高级颜料,15,5000,Purple Premium Paint,稀有度较高，能大幅提升蓝图的细节精度与元素还原度。,"High rarity, greatly improves blueprint detail accuracy and element restoration.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
紫色颜料桶,20,40000,Purple Paint Bucket,顶级绘制道具，非常稀有，可支撑超复杂高精度蓝图的绘制。,"Top-tier drawing tool, very rare, supports ultra-complex high-precision blueprint drawing.",颜料/药水/收藏品,药水,颜料药水,,非图纸,res://素材/游戏素材/药水包/*,500,,,,,,,,"{""药水倾向"":[""颜料瓶"", 0, 5]}"
近战攻击,1,1000,Melee Attack,靠近然后发动一次攻击,Approach and launch a single attack.,技能,技能,,,非图纸,res://素材/像素/标准剑.png,100,,,,,,,,"{""技能类型"":""主动"",""强度值"":1,""冷却时间"":1,""子弹类型"":""近战攻击""}"
火球术,1,1000,Fireball,凝聚微弱火元素，发射一枚小火球，飞行速度中等，命中敌人造成少量火焰伤害，并添加点燃效果。,"Condenses weak fire element and fires a small fireball. Medium flight speed, deals minor Fire Damage to enemies on hit and applies Ignite.",技能,技能,火,法师,非图纸,res://素材/豆包AI素材/图标/技能/*,100,,,,,,,,"{""技能类型"":""主动"",""强度值"":1.2,""冷却时间"":2,""魔法消耗"":15,""子弹类型"":""远程攻击""}"
治愈术,1,1000,Heal,"凝聚微弱水元素，治疗自身或队友,并移除点燃效果。",Condenses weak water element to heal self or allies and remove Ignite.,技能,技能,水,法师,非图纸,res://素材/豆包AI素材/图标/技能/*,100,,,,,,,,
冰锥术,1,1000,Ice Lance,凝结一枚细小冰锥向前射出，命中造成少量冰属性伤害，穿透敌人并概率减速。,"Conjures a small ice lance and shoots forward. Deals minor Ice Damage on hit, penetrates enemies and has a chance to Slow.",技能,技能,冰,法师,非图纸,res://素材/豆包AI素材/图标/技能/*,100,,,,,,,,
岩甲术,1,1000,Rock Armor,召唤大地之力化作岩甲覆盖自身及队友，强化近战攻击能力.,"Summons earth power to form rock armor on self and allies, enhancing Melee Attack.",技能,技能,土,法师,非图纸,res://素材/豆包AI素材/图标/技能/*,100,,,,,,,,
召唤术,1,1000,Summon,召唤一株灵草，自动发射草系子弹攻击敌人，但存在期间会小幅降低自身魔法值上限.,"Summons a spirit grass that automatically fires Grass bullets at enemies, but slightly reduces maximum Mana while active.",技能,技能,草,法师,非图纸,res://素材/豆包AI素材/图标/技能/*,100,,,,,,,,
闪电术,1,1000,Lightning,引动雷电之力，一道惊雷劈向指定目标造成伤害，目标原位置会残留雷电能量，延迟一段时间后爆发无差别范围伤害,Channels lightning power to strike a target with thunder. Lightning energy remains at the original position and explodes for unselective AoE damage after a delay.,技能,技能,雷,法师,非图纸,res://素材/豆包AI素材/图标/技能/*,100,,,,,,,,
风刃术,1,1000,Wind Blade,凝聚风元素形成风刃，向前突进一段距离，持续击退路径上的怪物，可将分散的怪物聚拢重叠.,"Condenses wind element to form a wind blade, dashes forward a short distance, continuously knocks back monsters on path, can cluster scattered monsters.",技能,技能,风,法师,非图纸,res://素材/豆包AI素材/图标/技能/*,100,,,,,,,,
背包,0,1,Inventory,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/豆包AI素材/图标/背包图标.png,2000,,,,,,,,
订单,0,1,Order,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/豆包AI素材/图标/订单图标.png,2000,,,,,,,,
小游戏,0,1,Minigame,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/豆包AI素材/图标/小游戏图标.png,2000,,,,,,,,
任务,0,1,Quest,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/豆包AI素材/图标/任务图标.png,2000,,,,,,,,
原罪,0,1,Original Sin,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/豆包AI素材/图标/原罪图标.png,2000,,,,,,,,
合成,0,1,Crafting,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/豆包AI素材/图标/合成图标.png,2000,,,,,,,,
战斗,0,1,Battle,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/豆包AI素材/图标/战斗图标.png,2000,,,,,,,,
订单提升,0,1,Order Boost,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/豆包AI素材/图标/订单提升.png,2000,,,,,,,,
订单翻倍,0,1,Order Double,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/豆包AI素材/图标/订单翻倍.png,2000,,,,,,,,
普通订单,0,1,Normal Order,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/豆包AI素材/图标/普通订单.png,2000,,,,,,,,
残缺图纸,0,1,Broken Blueprint,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/豆包AI素材/图标/残缺图纸.png,2000,,,,,,,,
抽奖机,0,1,Gacha Machine,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/豆包AI素材/图标/抽奖机.png,2000,,,,,,,,
地球,0,1,Earth,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/豆包AI素材/图标/地球.png,2000,,,,,,,,
傲慢,0,1,Pride,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/自制/图标/傲慢.svg,2000,,,,,,,,
暴食,0,1,Gluttony,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/自制/图标/暴食.svg,2000,,,,,,,,
贪婪,0,1,Greed,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/自制/图标/贪婪.svg,2000,,,,,,,,
懒惰,0,1,Sloth,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/自制/图标/懒惰.svg,2000,,,,,,,,
暴怒,0,1,Wrath,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/自制/图标/暴怒.svg,2000,,,,,,,,
色欲,0,1,Lust,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/自制/图标/色欲.svg,2000,,,,,,,,
嫉妒,0,1,Envy,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/自制/图标/嫉妒.svg,2000,,,,,,,,
故事,0,1,Story,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/豆包AI素材/图标/故事图标.png,2000,,,,,,,,
熟练,0,1,Skilled,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/豆包AI素材/图标/熟练.png,2000,,,,,,,,
精通,0,1,Mastery,"非普通物品,是物品化的图标",Not a normal item; itemized icon.,,图标,,,非图纸,res://素材/豆包AI素材/图标/精通.png,2000,,,,,,,,
铁匠,0,1,Blacksmith,"非普通物品,是NPC",Not a normal item; NPC.,,图标,,,非图纸,res://素材/豆包AI素材/NPC/*,2000,,,,,,,,
猎人,0,1,Hunter,"非普通物品,是NPC",Not a normal item; NPC.,,图标,,,非图纸,res://素材/豆包AI素材/NPC/*,2000,,,,,,,,
杂货铺老板,0,1,General Store Owner,"非普通物品,是NPC",Not a normal item; NPC.,,图标,,,非图纸,res://素材/豆包AI素材/NPC/*,2000,,,,,,,,
老奶奶,0,1,Granny,"非普通物品,是NPC",Not a normal item; NPC.,,图标,,,非图纸,res://素材/豆包AI素材/NPC/*,2000,,,,,,,,
僵尸A,0,1,Zombie A,"非普通物品,是怪物",Not a normal item; Monster.,,图标,,,非图纸,res://素材/游戏素材/怪物/*,2000,,,,,,,,
僵尸B,0,1,Zombie B,"非普通物品,是怪物",Not a normal item; Monster.,,图标,,,非图纸,res://素材/游戏素材/怪物/*,2000,,,,,,,,
僵尸C,0,1,Zombie C,"非普通物品,是怪物",Not a normal item; Monster.,,图标,,,非图纸,res://素材/游戏素材/怪物/*,2000,,,,,,,,
骷髅A,0,1,Skeleton A,"非普通物品,是怪物",Not a normal item; Monster.,,图标,,,非图纸,res://素材/游戏素材/怪物/*,2000,,,,,,,,
骷髅B,0,1,Skeleton B,"非普通物品,是怪物",Not a normal item; Monster.,,图标,,,非图纸,res://素材/游戏素材/怪物/*,2000,,,,,,,,
骷髅C,0,1,Skeleton C,"非普通物品,是怪物",Not a normal item; Monster.,,图标,,,非图纸,res://素材/游戏素材/怪物/*,2000,,,,,,,,
骷髅D,0,1,Skeleton D,"非普通物品,是怪物",Not a normal item; Monster.,,图标,,,非图纸,res://素材/游戏素材/怪物/*,2000,,,,,,,,
骷髅鬼,1,2,Skeleton Ghost,"非普通物品,是怪物",Not a normal item; Monster.,,图标,,,非图纸,res://素材/游戏素材/怪物/*,2000,,,,,,,,
恶鬼人,2,3,Evil Spirit Man,"非普通物品,是怪物",Not a normal item; Monster.,,图标,,,非图纸,res://素材/游戏素材/怪物/*,2000,,,,,,,,
幽灵人,3,4,Ghost Man,"非普通物品,是怪物",Not a normal item; Monster.,,图标,,,非图纸,res://素材/游戏素材/怪物/*,2000,,,,,,,,
